0.0,-0.3820015658360975,-4.605741650695258e-21,-1.0308606846220493e-20,0.5436606689695977,-0.8303431950301577,-0.1294525360527015,-3.5141985196061296e-21,-3.2964970473983386e-05,-3.29649704739835e-05,-3.2964970473983244e-05,-3.2964970473983515e-05,0.0
0.0,-0.3820304581695553,-5.348483666318873e-19,-4.700735441772577e-18,0.5429352886169534,-0.8308112409989367,-0.13991094593464753,-6.751504087360789e-18,-0.0006412246222161909,-0.0006412246222162243,-0.0006412246222162012,-0.0006412246222162129,0.0
0.0,-0.382058601069715,-1.6944364714230244e-18,-8.460759126932922e-18,0.5418068243729685,-0.8310147307610176,-0.1501846992148836,-1.2000954900713202e-17,-0.0012337067308418204,-0.0012337067308419213,-0.0012337067308418497,-0.0012337067308418916,0.0
0.0,-0.3820859886417195,-2.0391788809555247e-18,-8.911413780622581e-18,0.5402764852375159,-0.8309517238321941,-0.16027762996726957,-1.278847798225817e-17,-0.0018102871940937138,-0.0018102871940938355,-0.0018102871940937487,-0.0018102871940937988,0.0
0.0,-0.38211261536190516,-1.1421709898132206e-18,-1.2403936926807724e-17,0.5383451035356753,-0.8306192818587289,-0.17019418191343907,-1.537248297638825e-17,-0.002370849724317652,-0.002370849724317717,-0.0023708497243176696,-0.002370849724317701,0.0
0.0,-0.38213847591360894,-1.7401233110155533e-19,-1.0575047316843802e-17,0.5360131415102242,-0.8300134811534041,-0.17993940259471106,-1.1021035673264975e-17,-0.0029152823917656086,-0.002915282391765614,-0.002915282391765606,-0.0029152823917656156,0.0
0.0,-0.38216356500123305,9.279775332762894e-19,-8.154197308139894e-18,0.5332806962879818,-0.8291294210433201,-0.1895189401049491,-7.194575905301875e-18,-0.0034434737101681676,-0.003443473710168106,-0.003443473710168144,-0.0034434737101681277,0.0
0.0,-0.38218787714193403,1.9071476203022606e-18,-1.1757372641188578e-17,0.5301475031552042,-0.8279612279424085,-0.1989390424066154,-8.252532379007371e-18,-0.003955308251241674,-0.003955308251241554,-0.003955308251241635,-0.0039553082512415955,0.0
0.0,-0.38221140643392054,3.050642099095566e-18,-1.8478833135541783e-17,0.5266129370426629,-0.8265020549876008,-0.20820655929172066,-1.3347860077737846e-17,-0.0044506617667477,-0.004450661766747511,-0.004450661766747641,-0.004450661766747573,0.0
0.0,-0.382234146299914,3.338633301162028e-18,-1.591936056248685e-17,0.5226760120847908,-0.8247440769994737,-0.21732894709124498,-1.1946047543988302e-17,-0.004929395787662323,-0.004929395787662118,-0.004929395787662261,-0.004929395787662185,0.0
0.0,-0.38225608920383203,3.925627133609258e-18,-8.110604682852725e-18,0.5183353790783165,-0.8226784804436486,-0.2263142762821827,-3.4698433665879355e-18,-0.005391351659621068,-0.0053913516596208275,-0.005391351659620995,-0.005391351659620905,0.0
